level0,level1,level2,code,name,note
เชียงใหม่,แม่ออน,ออนเหนือ,50230101,หัวฝาย,รพ.สต.
เชียงใหม่,แม่ออน,ออนกลาง,50230201,ออนกลาง,รพ.สต.
เชียงใหม่,แม่ออน,สหกรณ์,50230301,สหกรณ์,รพ.สต.
เชียงใหม่,แม่ออน,ห้วยแก้ว,50230401,ห้วยแก้ว,รพ.สต.
เชียงใหม่,แม่ออน,แม่ทา,50230501,ห้วยทราย,รพ.สต.
เชียงใหม่,แม่ออน,ทาเหนือ,50230601,ป่าไม้ห้วยบง,รพ.สต.
เชียงใหม่,ดอยหล่อ,ดอยหล่อ,50240100,ดอยหล่อ,รพ.
เชียงใหม่,ดอยหล่อ,ดอยหล่อ,50240101,โทกเสือ,รพ.สต.
เชียงใหม่,ดอยหล่อ,ดอยหล่อ,50240102,ศิริมังคลาจารย์,รพ.สต.
เชียงใหม่,ดอยหล่อ,ดอยหล่อ,50240103,ห้วยเปายง,รพ.สต.
เชียงใหม่,ดอยหล่อ,สองแคว,50240201,สามหลัง,รพ.สต.
เชียงใหม่,ดอยหล่อ,ยางคราม,50240301,ดอนชัย,รพ.สต.
เชียงใหม่,ดอยหล่อ,สันติสุข,50240401,ใหม่หนองหอย,รพ.สต.
เชียงใหม่,กัลยาฯ,บ้านจันทร์,50250103,ห้วยบง,รพ.สต.
เชียงใหม่,กัลยาฯ,บ้านจันทร์,50250104,รพ.วัดจันทร์,รพ.
เชียงใหม่,กัลยาฯ,แม่แดด,50250201,แม่แดดน้อย,รพ.สต.
เชียงใหม่,กัลยาฯ,แม่แดด,50250202,แม่ตะละ,รพ.สต.
เชียงใหม่,กัลยาฯ,แจ่มหลวง,50250301,แม่ละอุป,รพ.สต.
