level0,level1,level2,level2,code,name,note,latitude,longitude
จ.เชียงราย,เทิง,เทศบาลตำบลเวียง,เวียง,11189,รพ.เทิง,รพ.,19.692,100.213
จ.เชียงราย,เชียงแสน,เทศบาลตำบลบ้านแซว,บ้านแซว,6747,รพ.สต.แซว,รพ.สต.,20.212,100.265
จ.เชียงราย,เชียงแสน,เทศบาลตำบลบ้านแซว,บ้านแซว,6748,รพ.สต.บ้านแม่แอบ,รพ.สต.,20.212,100.265
จ.เชียงราย,เชียงของ,เทศบาลตำบลศรีดอนชัย,ศรีดอนชัย,6685,รพ.สต.บ้านเขียะ,รพ.สต.,20.15,100.324
จ.เชียงราย,เชียงของ,เทศบาลตำบลศรีดอนชัย,ศรีดอนชัย,6686,รพ.สต.บ้านดงหลวง,รพ.สต.,20.15,100.324
จ.เชียงราย,เชียงของ,เทศบาลตำบลศรีดอนชัย,ศรีดอนชัย,6687,รพ.สต.ศรีดอนชัย,รพ.สต.,20.15,100.324
จ.เชียงราย,ขุนตาล,องค์การบริหารส่วนตําบลยางฮอม,ยางฮอม,6798,รพ.สต.ยางฮอม,รพ.สต.,19.924,100.306
จ.เชียงราย,ขุนตาล,องค์การบริหารส่วนตําบลยางฮอม,ยางฮอม,6799,รพ.สต.บ้านน้ำแพร่ใต้,รพ.สต.,19.924,100.306
จ.เชียงราย,เมืองเชียงราย,เทศบาลตำบลดอยลาน,ดอยลาน,6663,รพ.สต.ดอยลาน,รพ.สต.,19.682,99.945
จ.เชียงราย,เมืองเชียงราย,เทศบาลตำบลดอยลาน,ดอยลาน,6664,รพ.สต.บ้านโล๊ะป่าตุ้ม,รพ.สต.,19.682,99.945
จ.เชียงราย,เวียงป่าเป้า,องค์การบริหารส่วนตําบลแม่เจดีย์,แม่เจดีย์,6778,รพ.สต.แม่เจดีย์,รพ.สต.,19.164,99.367
จ.เชียงราย,เวียงป่าเป้า,องค์การบริหารส่วนตําบลแม่เจดีย์,แม่เจดีย์,6779,รพ.สต.บ้านปางมะกาด,รพ.สต.,19.164,99.367
จ.เชียงราย,แม่สรวย,องค์การบริหารส่วนตําบลศรีถ้อย,ศรีถ้อย,6766,รพ.สต.ศรีถ้อย,รพ.สต.,19.677,99.317
จ.เชียงราย,แม่สรวย,เทศบาลตำบลแม่สรวย,แม่สรวย,6763,รพ.สต.แม่สรวย,รพ.สต.,19.676,99.56
จ.เชียงราย,แม่สรวย,เทศบาลตำบลแม่สรวย,แม่สรวย,6764,รพ.สต.บ้านโป่งฟูเฟือง,รพ.สต.,19.676,99.56
จ.เชียงราย,ดอยหลวง,องค์การบริหารส่วนตําบลโชคชัย,โชคชัย,6822,รพ.สต.บ้านดอย,รพ.สต.,20.134,100.193
จ.เชียงราย,ดอยหลวง,องค์การบริหารส่วนตําบลโชคชัย,โชคชัย,6823,รพ.สต.บ้านแม่บง,รพ.สต.,20.134,100.193
จ.เชียงราย,แม่จัน,องค์การบริหารส่วนตําบลป่าตึง,ป่าตึง,6737,รพ.สต.ป่าตึง,รพ.สต.,20.134,99.77
จ.เชียงราย,แม่จัน,องค์การบริหารส่วนตําบลป่าตึง,ป่าตึง,6738,รพ.สต.บ้านห้วยมะหินฝน,รพ.สต.,20.134,99.77
จ.เชียงราย,แม่จัน,องค์การบริหารส่วนตําบลป่าตึง,ป่าตึง,10439,รพ.สต.บ้านเล่าฝู,รพ.สต.,20.134,99.77
จ.เชียงราย,แม่จัน,องค์การบริหารส่วนตําบลป่าตึง,ป่าตึง,10441,รพ.สต.บ้านสันติสุข,รพ.สต.,20.134,99.77
จ.เชียงราย,เวียงป่าเป้า,เทศบาลตำบลป่างิ้ว,ป่างิ้ว,6775,รพ.สต.ป่างิ้ว,รพ.สต.,19.252,99.441
จ.เชียงราย,เมืองเชียงราย,เทศบาลตำบลห้วยสัก,ห้วยสัก,6658,รพ.สต.ห้วยสัก,รพ.สต.,19.756,99.872
จ.เชียงราย,เมืองเชียงราย,เทศบาลตำบลห้วยสัก,ห้วยสัก,6659,รพ.สต.บ้านร่องปลาขาว,รพ.สต.,19.756,99.872
จ.เชียงราย,เมืองเชียงราย,เทศบาลตำบลห้วยสัก,ห้วยสัก,6660,รพ.สต.บ้านร่องเบ้อ,รพ.สต.,19.756,99.872
จ.เชียงราย,แม่ฟ้าหลวง,องค์การบริหารส่วนตําบลเทอดไทย,เทอดไทย,6800,รพ.สต.บ้านปางมะหัน,รพ.สต.,20.306,99.603
จ.เชียงราย,แม่ฟ้าหลวง,องค์การบริหารส่วนตําบลเทอดไทย,เทอดไทย,6801,รพ.สต.บ้านพญาไพร,รพ.สต.,20.306,99.603
จ.เชียงราย,แม่ฟ้าหลวง,องค์การบริหารส่วนตําบลเทอดไทย,เทอดไทย,10462,รพ.สต.บ้านเทอดไทย,รพ.สต.,20.306,99.603
จ.เชียงราย,เชียงของ,เทศบาลตำบลห้วยซ้อห้วยซ้อ,ห้วยซ้อ,6682,รพ.สต.บ้านซ้อเหนือ,รพ.สต.,20.061,100.284
จ.เชียงราย,เชียงของ,เทศบาลตำบลห้วยซ้อห้วยซ้อ,ห้วยซ้อ,6683,รพ.สต.ห้วยซ้อ,รพ.สต.,20.061,100.284
จ.เชียงราย,เชียงของ,เทศบาลตำบลห้วยซ้อห้วยซ้อ,ห้วยซ้อ,6684,รพ.สต.บ้านใหม่ดอนแก้ว,รพ.สต.,20.061,100.284
จ.เชียงราย,เชียงของ,เทศบาลตำบลห้วยซ้อห้วยซ้อ,ห้วยซ้อ,15004,รพ.สต.บ้านศรีวิไล,รพ.สต.,20.061,100.284
จ.เชียงราย,พาน,องค์การบริหารส่วนตําบลป่าหุ่ง,ป่าหุ่ง,6713,รพ.สต.ป่าหุ่ง,รพ.สต.,19.495,99.648
จ.เชียงราย,พาน,องค์การบริหารส่วนตําบลป่าหุ่ง,ป่าหุ่ง,6714,รพ.สต.บ้านงิ้วเฒ่า,รพ.สต.,19.495,99.648
จ.เชียงราย,แม่สรวย,องค์การบริหารส่วนตําบลป่าแดด,ป่าแดด,6765,รพ.สต.ป่าแดด,รพ.สต.,19.715,99.427
จ.เชียงราย,เวียงป่าเป้า,เทศบาลตำบลเวียง,เวียง,10455,รพ.สต.บ้านแม่ปูนล่าง,รพ.สต.,19.358,99.422
จ.เชียงราย,เวียงป่าเป้า,องค์การบริหารส่วนตําบลเวียง,เวียง,11196,รพ.เวียงป่าเป้า,รพ.,19.358,99.422
จ.เชียงราย,เทิง,องค์การบริหารส่วนตําบลตับเต่า,ตับเต่า,6696,รพ.สต.ตับเต่า,รพ.สต.,19.787,100.355
จ.เชียงราย,เทิง,องค์การบริหารส่วนตําบลตับเต่า,ตับเต่า,6697,รพ.สต.บ้านปางค่า,รพ.สต.,19.787,100.355
จ.เชียงราย,เทิง,องค์การบริหารส่วนตําบลตับเต่า,ตับเต่า,6698,รพ.สต.บ้านร่มโพธิ์ไทย,รพ.สต.,19.787,100.355
จ.เชียงราย,เวียงป่าเป้า,องค์การบริหารส่วนตําบลแม่เจดีย์ใหม่,แม่เจดีย์ใหม่,6780,รพ.สต.แม่เจดีย์ใหม่,รพ.สต.,19.098,99.451
จ.เชียงราย,แม่ฟ้าหลวง,องค์การบริหารส่วนตําบลแม่สลองใน,แม่สลองใน,6802,รพ.สต.บ้านอาโย๊ะ,รพ.สต.,20.194,99.706
จ.เชียงราย,แม่ฟ้าหลวง,องค์การบริหารส่วนตําบลแม่สลองใน,แม่สลองใน,10474,รพ.สต.บ้านห้วยมุ,รพ.สต.,20.194,99.706
จ.เชียงราย,แม่ฟ้าหลวง,องค์การบริหารส่วนตําบลแม่สลองใน,แม่สลองใน,14023,รพ.สต.บ้านสามแยก,รพ.สต.,20.194,99.706
จ.เชียงราย,แม่ฟ้าหลวง,องค์การบริหารส่วนตําบลแม่สลองใน,แม่สลองใน,15001,รพ.สต.บ้านเล่าลิ่ว,รพ.สต.,20.194,99.706
จ.เชียงราย,แม่ฟ้าหลวง,องค์การบริหารส่วนตําบลแม่สลองใน,แม่สลองใน,11200,รพ.แม่ฟ้าหลวง,รพ.,20.194,99.706
จ.เชียงราย,เวียงแก่น,องค์การบริหารส่วนตําบลปอ,ปอ,6789,รพ.สต.ปอ,รพ.สต.,19.94,100.449
จ.เชียงราย,เวียงแก่น,องค์การบริหารส่วนตําบลปอ,ปอ,6790,รพ.สต.บ้านร่มฟ้าทอง,รพ.สต.,19.94,100.449
จ.เชียงราย,เวียงแก่น,องค์การบริหารส่วนตําบลปอ,ปอ,6791,รพ.สต.บ้านผาตั้ง,รพ.สต.,19.94,100.449
จ.เชียงราย,เวียงแก่น,องค์การบริหารส่วนตําบลปอ,ปอ,10460,รพ.สต.บ้านผาแล,รพ.สต.,19.94,100.449
จ.เชียงราย,เวียงแก่น,องค์การบริหารส่วนตําบลปอ,ปอ,10461,รพ.สต.บ้านห้วยหาน,รพ.สต.,19.94,100.449
จ.เชียงราย,แม่สรวย,องค์การบริหารส่วนตําบลท่าก๊อ,ท่าก๊อ,6767,รพ.สต.บ้านห้วยน้ำขุ่น,รพ.สต.,19.504,99.528
จ.เชียงราย,แม่สรวย,องค์การบริหารส่วนตําบลท่าก๊อ,ท่าก๊อ,6768,รพ.สต.ท่าก๊อ,รพ.สต.,19.504,99.528
จ.เชียงราย,เมืองเชียงราย,เทศบาลแม่ยาว,แม่ยาว,6653,รพ.สต.แม่ยาว,รพ.สต.,19.991,99.729
จ.เชียงราย,เมืองเชียงราย,เทศบาลแม่ยาว,แม่ยาว,10425,รพ.สต.บ้านห้วยแม่ซ้าย,รพ.สต.,19.991,99.729
จ.เชียงราย,เมืองเชียงราย,เทศบาลแม่ยาว,แม่ยาว,10426,รพ.สต.พนาสวรรค์,รพ.สต.,19.991,99.729
จ.เชียงราย,เมืองเชียงราย,เทศบาลแม่ยาว,แม่ยาว,14018,รพ.สต.บ้านรวมมิตร,รพ.สต.,19.991,99.729
จ.เชียงราย,เมืองเชียงราย,องค์การบริหารส่วนตําบลห้วยชมภู,ห้วยชมภู,6657,รพ.สต.ห้วยชมภู,รพ.สต.,20.015,99.506
จ.เชียงราย,เมืองเชียงราย,องค์การบริหารส่วนตําบลห้วยชมภู,ห้วยชมภู,10432,รพ.สต.บ้านปางขอน,รพ.สต.,20.015,99.506
จ.เชียงราย,เมืองเชียงราย,องค์การบริหารส่วนตําบลห้วยชมภู,ห้วยชมภู,24663,รพ.สต.บ้านจะคือ,รพ.สต.,20.015,99.506
จ.เชียงราย,เวียงป่าเป้า,องค์การบริหารส่วนตําบลสันสลี,สันสลี,6773,รพ.สต.สันสลี,รพ.สต.,19.419,99.514
จ.เชียงราย,แม่สรวย,องค์การบริหารส่วนตําบลวาวี,วาวี,6769,รพ.สต.บ้านวาวี,รพ.สต.,19.848,99.497
จ.เชียงราย,แม่สรวย,องค์การบริหารส่วนตําบลวาวี,วาวี,6770,รพ.สต.บ้านดอยช้าง,รพ.สต.,19.848,99.497
จ.เชียงราย,แม่สรวย,องค์การบริหารส่วนตําบลวาวี,วาวี,6771,รพ.สต.บ้านห้วยไคร้,รพ.สต.,19.848,99.497
จ.เชียงราย,แม่สรวย,องค์การบริหารส่วนตําบลวาวี,วาวี,10452,รพ.สต.บ้านทุ่งพร้าว,รพ.สต.,19.848,99.497
